Running Test: All 0's
[CYCLE 129] Stuffed/output-only cycle. ACT=1
[CMP 151] EXP=1 ACT=1 PASS
[CMP 152] EXP=0 ACT=0 PASS
[CMP 153] EXP=1 ACT=1 PASS
[CMP 154] EXP=1 ACT=1 PASS
[CMP 155] EXP=1 ACT=1 PASS
[CMP 156] EXP=1 ACT=1 PASS
[CYCLE 134] Stuffed/output-only cycle. ACT=1
[CMP 157] EXP=1 ACT=1 PASS
[CMP 158] EXP=0 ACT=0 PASS
[CMP 159] EXP=1 ACT=1 PASS
[CMP 160] EXP=1 ACT=1 PASS
[CMP 161] EXP=1 ACT=1 PASS
[CMP 162] EXP=1 ACT=1 PASS
[CYCLE 139] Stuffed/output-only cycle. ACT=1
[CMP 163] EXP=1 ACT=1 PASS
[CMP 164] EXP=0 ACT=0 PASS
[CMP 165] EXP=1 ACT=1 PASS
[CMP 166] EXP=1 ACT=1 PASS
[CMP 167] EXP=1 ACT=1 PASS
[CMP 168] EXP=1 ACT=1 PASS
[CYCLE 144] Stuffed/output-only cycle. ACT=1
[CMP 169] EXP=1 ACT=1 PASS
[CMP 170] EXP=0 ACT=0 PASS
[CMP 171] EXP=1 ACT=1 PASS
[CMP 172] EXP=1 ACT=1 PASS
[CMP 173] EXP=1 ACT=1 PASS
[CMP 174] EXP=1 ACT=1 PASS
[CYCLE 149] Stuffed/output-only cycle. ACT=1
[CMP 175] EXP=1 ACT=1 PASS
[CMP 176] EXP=0 ACT=0 PASS
[CMP 177] EXP=1 ACT=1 PASS
[CMP 178] EXP=1 ACT=1 PASS
[CMP 179] EXP=1 ACT=1 PASS
[CMP 180] EXP=1 ACT=1 PASS
[CYCLE 154] Stuffed/output-only cycle. ACT=1
[CMP 181] EXP=1 ACT=1 PASS
[CMP 182] EXP=0 ACT=0 PASS
[CMP 183] EXP=1 ACT=1 PASS
[CMP 184] EXP=1 ACT=1 PASS
[CMP 185] EXP=1 ACT=1 PASS
[CMP 186] EXP=1 ACT=1 PASS
[CYCLE 159] Stuffed/output-only cycle. ACT=1
[CMP 187] EXP=1 ACT=1 PASS
[CMP 188] EXP=0 ACT=0 PASS
[CMP 189] EXP=1 ACT=1 PASS
[CMP 190] EXP=0 ACT=0 PASS
[CMP 191] EXP=0 ACT=0 PASS
[CMP 192] EXP=0 ACT=0 PASS
[CMP 193] EXP=1 ACT=1 PASS
[CMP 194] EXP=1 ACT=1 PASS
[CMP 195] EXP=1 ACT=1 PASS
[CMP 196] EXP=1 ACT=1 PASS
[CYCLE 168] Stuffed/output-only cycle. ACT=1
[CMP 197] EXP=1 ACT=1 PASS
[CMP 198] EXP=0 ACT=0 PASS
[CMP 199] EXP=1 ACT=1 PASS
[CMP 200] EXP=1 ACT=1 PASS
[CMP 201] EXP=1 ACT=1 PASS
Completed Test: Step down 1's


============================================================
TEST      : Step down 1's
ACTUAL STREAM:
0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 0 1 1 1

EXPECTED STREAM:
0 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 0 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 0 0 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 0 0 0 1 1 1 1 1 [0] 1 1 1 1

COMPARES  : 201
FAILURES  : 0
STATUS    : PASS
============================================================

Running Test: Checkerboard
[CMP 1] EXP=0 ACT=0 PASS
[CMP 2] EXP=0 ACT=0 PASS
[CMP 3] EXP=0 ACT=0 PASS
[CMP 4] EXP=0 ACT=0 PASS
[CMP 5] EXP=0 ACT=0 PASS
[CMP 6] EXP=1 ACT=1 PASS
[CMP 7] EXP=0 ACT=0 PASS
[CMP 8] EXP=0 ACT=0 PASS
[CMP 9] EXP=0 ACT=0 PASS
[CMP 10] EXP=0 ACT=0 PASS
[CYCLE 11] Stuffed/output-only cycle. ACT=0
[CMP 11] EXP=0 ACT=0 PASS
[CMP 12] EXP=1 ACT=1 PASS
[CMP 13] EXP=0 ACT=0 PASS
[CMP 14] EXP=0 ACT=0 PASS
[CMP 15] EXP=0 ACT=0 PASS
[CMP 16] EXP=0 ACT=0 PASS
[CYCLE 16] Stuffed/output-only cycle. ACT=0
[CMP 17] EXP=0 ACT=0 PASS
[CMP 18] EXP=1 ACT=1 PASS
[CMP 19] EXP=0 ACT=0 PASS
[CMP 20] EXP=0 ACT=0 PASS
[CMP 21] EXP=0 ACT=0 PASS
[CMP 22] EXP=0 ACT=0 PASS
[CYCLE 21] Stuffed/output-only cycle. ACT=0
[CMP 23] EXP=0 ACT=0 PASS
[CMP 24] EXP=1 ACT=1 PASS
[CMP 25] EXP=0 ACT=0 PASS
[CMP 26] EXP=0 ACT=0 PASS
[CMP 27] EXP=0 ACT=0 PASS
[CMP 28] EXP=0 ACT=0 PASS
[CYCLE 26] Stuffed/output-only cycle. ACT=0
[CMP 29] EXP=0 ACT=0 PASS
[CMP 30] EXP=1 ACT=1 PASS
[CMP 31] EXP=0 ACT=0 PASS
[CMP 32] EXP=0 ACT=0 PASS
[CMP 33] EXP=0 ACT=0 PASS
[CMP 34] EXP=0 ACT=0 PASS
[CYCLE 31] Stuffed/output-only cycle. ACT=0
[CMP 35] EXP=0 ACT=0 PASS
[CMP 36] EXP=1 ACT=1 PASS
[CMP 37] EXP=0 ACT=0 PASS
[CMP 38] EXP=0 ACT=0 PASS
[CMP 39] EXP=0 ACT=0 PASS
[CMP 40] EXP=0 ACT=0 PASS
[CYCLE 36] Stuffed/output-only cycle. ACT=0
[CMP 41] EXP=0 ACT=0 PASS
[CMP 42] EXP=1 ACT=1 PASS
[CMP 43] EXP=0 ACT=0 PASS
[CMP 44] EXP=0 ACT=0 PASS
[CMP 45] EXP=0 ACT=0 PASS
[CMP 46] EXP=0 ACT=0 PASS
[CYCLE 41] Stuffed/output-only cycle. ACT=0
[CMP 47] EXP=0 ACT=0 PASS
[CMP 48] EXP=1 ACT=1 PASS
[CMP 49] EXP=0 ACT=0 PASS
[CMP 50] EXP=0 ACT=0 PASS
[CMP 51] EXP=0 ACT=0 PASS
[CMP 52] EXP=0 ACT=0 PASS
[CYCLE 46] Stuffed/output-only cycle. ACT=0
[CMP 53] EXP=0 ACT=0 PASS
[CMP 54] EXP=1 ACT=1 PASS
[CMP 55] EXP=0 ACT=0 PASS
[CMP 56] EXP=0 ACT=0 PASS
[CMP 57] EXP=0 ACT=0 PASS
[CMP 58] EXP=0 ACT=0 PASS
[CYCLE 51] Stuffed/output-only cycle. ACT=0
[CMP 59] EXP=0 ACT=0 PASS
[CMP 60] EXP=1 ACT=1 PASS
[CMP 61] EXP=0 ACT=0 PASS
[CMP 62] EXP=0 ACT=0 PASS
[CMP 63] EXP=0 ACT=0 PASS
[CMP 64] EXP=1 ACT=1 PASS
[CMP 65] EXP=1 ACT=1 PASS
[CMP 66] EXP=1 ACT=1 PASS
[CMP 67] EXP=1 ACT=1 PASS
[CYCLE 59] Stuffed/output-only cycle. ACT=1
[CMP 68] EXP=1 ACT=1 PASS
[CMP 69] EXP=0 ACT=0 PASS
[CMP 70] EXP=1 ACT=1 PASS
[CMP 71] EXP=1 ACT=1 PASS
[CMP 72] EXP=1 ACT=1 PASS
[CMP 73] EXP=1 ACT=1 PASS
[CYCLE 64] Stuffed/output-only cycle. ACT=1
[CMP 74] EXP=1 ACT=1 PASS
[CMP 75] EXP=0 ACT=0 PASS
[CMP 76] EXP=1 ACT=1 PASS
[CMP 77] EXP=1 ACT=1 PASS
[CMP 78] EXP=1 ACT=1 PASS
[CMP 79] EXP=1 ACT=1 PASS
[CYCLE 69] Stuffed/output-only cycle. ACT=1
[CMP 80] EXP=1 ACT=1 PASS
[CMP 81] EXP=0 ACT=0 PASS
[CMP 82] EXP=1 ACT=1 PASS
[CMP 83] EXP=1 ACT=1 PASS
[CMP 84] EXP=1 ACT=1 PASS
[CMP 85] EXP=1 ACT=1 PASS
[CYCLE 74] Stuffed/output-only cycle. ACT=1
[CMP 86] EXP=1 ACT=1 PASS
[CMP 87] EXP=0 ACT=0 PASS
[CMP 88] EXP=1 ACT=1 PASS
[CMP 89] EXP=1 ACT=1 PASS
[CMP 90] EXP=1 ACT=1 PASS
[CMP 91] EXP=1 ACT=1 PASS
[CYCLE 79] Stuffed/output-only cycle. ACT=1
[CMP 92] EXP=1 ACT=1 PASS
[CMP 93] EXP=0 ACT=0 PASS
[CMP 94] EXP=1 ACT=1 PASS
[CMP 95] EXP=1 ACT=1 PASS
[CMP 96] EXP=1 ACT=1 PASS
[CMP 97] EXP=1 ACT=1 PASS
[CYCLE 84] Stuffed/output-only cycle. ACT=1
[CMP 98] EXP=1 ACT=1 PASS
[CMP 99] EXP=0 ACT=0 PASS
[CMP 100] EXP=1 ACT=1 PASS
[CMP 101] EXP=1 ACT=1 PASS
[CMP 102] EXP=1 ACT=1 PASS
[CMP 103] EXP=1 ACT=1 PASS
[CYCLE 89] Stuffed/output-only cycle. ACT=1
[CMP 104] EXP=1 ACT=1 PASS
[CMP 105] EXP=0 ACT=0 PASS
[CMP 106] EXP=1 ACT=1 PASS
[CMP 107] EXP=1 ACT=1 PASS
[CMP 108] EXP=1 ACT=1 PASS
[CMP 109] EXP=1 ACT=1 PASS
[CYCLE 94] Stuffed/output-only cycle. ACT=1
[CMP 110] EXP=1 ACT=1 PASS
[CMP 111] EXP=0 ACT=0 PASS
[CMP 112] EXP=1 ACT=1 PASS
[CMP 113] EXP=1 ACT=1 PASS
[CMP 114] EXP=1 ACT=1 PASS
[CMP 115] EXP=1 ACT=1 PASS
[CYCLE 99] Stuffed/output-only cycle. ACT=1
[CMP 116] EXP=1 ACT=1 PASS
[CMP 117] EXP=0 ACT=0 PASS
[CMP 118] EXP=1 ACT=1 PASS
[CMP 119] EXP=1 ACT=1 PASS
[CMP 120] EXP=1 ACT=1 PASS
[CMP 121] EXP=1 ACT=1 PASS
[CYCLE 104] Stuffed/output-only cycle. ACT=1
[CMP 122] EXP=1 ACT=1 PASS
[CMP 123] EXP=0 ACT=0 PASS
[CMP 124] EXP=1 ACT=1 PASS
[CMP 125] EXP=1 ACT=1 PASS
[CMP 126] EXP=1 ACT=1 PASS
[CMP 127] EXP=1 ACT=1 PASS
[CMP 128] EXP=0 ACT=0 PASS
[CMP 129] EXP=0 ACT=0 PASS
[CMP 130] EXP=0 ACT=0 PASS
[CMP 131] EXP=0 ACT=0 PASS
[CYCLE 113] Stuffed/output-only cycle. ACT=0
[CMP 132] EXP=0 ACT=0 PASS
[CMP 133] EXP=1 ACT=1 PASS
[CMP 134] EXP=0 ACT=0 PASS
[CMP 135] EXP=0 ACT=0 PASS
[CMP 136] EXP=0 ACT=0 PASS
[CMP 137] EXP=0 ACT=0 PASS
[CYCLE 118] Stuffed/output-only cycle. ACT=0
[CMP 138] EXP=0 ACT=0 PASS
[CMP 139] EXP=1 ACT=1 PASS
[CMP 140] EXP=0 ACT=0 PASS
[CMP 141] EXP=0 ACT=0 PASS
[CMP 142] EXP=0 ACT=0 PASS
[CMP 143] EXP=0 ACT=0 PASS
[CYCLE 123] Stuffed/output-only cycle. ACT=0
[CMP 144] EXP=0 ACT=0 PASS
[CMP 145] EXP=1 ACT=1 PASS
[CMP 146] EXP=0 ACT=0 PASS
[CMP 147] EXP=0 ACT=0 PASS
[CMP 148] EXP=0 ACT=0 PASS
[CMP 149] EXP=0 ACT=0 PASS
[CYCLE 128] Stuffed/output-only cycle. ACT=0
[CMP 150] EXP=0 ACT=0 PASS
[CMP 151] EXP=1 ACT=1 PASS
[CMP 152] EXP=0 ACT=0 PASS
[CMP 153] EXP=0 ACT=0 PASS
[CMP 154] EXP=0 ACT=0 PASS
[CMP 155] EXP=0 ACT=0 PASS
[CYCLE 133] Stuffed/output-only cycle. ACT=0
[CMP 156] EXP=0 ACT=0 PASS
[CMP 157] EXP=1 ACT=1 PASS
[CMP 158] EXP=0 ACT=0 PASS
[CMP 159] EXP=0 ACT=0 PASS
[CMP 160] EXP=0 ACT=0 PASS
[CMP 161] EXP=0 ACT=0 PASS
[CYCLE 138] Stuffed/output-only cycle. ACT=0
[CMP 162] EXP=0 ACT=0 PASS
[CMP 163] EXP=1 ACT=1 PASS
[CMP 164] EXP=0 ACT=0 PASS
[CMP 165] EXP=0 ACT=0 PASS
[CMP 166] EXP=0 ACT=0 PASS
[CMP 167] EXP=0 ACT=0 PASS
[CYCLE 143] Stuffed/output-only cycle. ACT=0
[CMP 168] EXP=0 ACT=0 PASS
[CMP 169] EXP=1 ACT=1 PASS
[CMP 170] EXP=0 ACT=0 PASS
[CMP 171] EXP=0 ACT=0 PASS
[CMP 172] EXP=0 ACT=0 PASS
[CMP 173] EXP=0 ACT=0 PASS
[CYCLE 148] Stuffed/output-only cycle. ACT=0
[CMP 174] EXP=0 ACT=0 PASS
[CMP 175] EXP=1 ACT=1 PASS
[CMP 176] EXP=0 ACT=0 PASS
[CMP 177] EXP=0 ACT=0 PASS
[CMP 178] EXP=0 ACT=0 PASS
[CMP 179] EXP=0 ACT=0 PASS
[CYCLE 153] Stuffed/output-only cycle. ACT=0
[CMP 180] EXP=0 ACT=0 PASS
[CMP 181] EXP=1 ACT=1 PASS
[CMP 182] EXP=0 ACT=0 PASS
[CMP 183] EXP=0 ACT=0 PASS
[CMP 184] EXP=0 ACT=0 PASS
[CMP 185] EXP=0 ACT=0 PASS
[CYCLE 158] Stuffed/output-only cycle. ACT=0
[CMP 186] EXP=0 ACT=0 PASS
[CMP 187] EXP=1 ACT=1 PASS
[CMP 188] EXP=0 ACT=0 PASS
[CMP 189] EXP=0 ACT=0 PASS
[CMP 190] EXP=0 ACT=0 PASS
[CMP 191] EXP=0 ACT=0 PASS
[CMP 192] EXP=1 ACT=1 PASS
[CMP 193] EXP=1 ACT=1 PASS
[CMP 194] EXP=1 ACT=1 PASS
[CMP 195] EXP=1 ACT=1 PASS
[CYCLE 167] Stuffed/output-only cycle. ACT=1
[CMP 196] EXP=1 ACT=1 PASS
[CMP 197] EXP=0 ACT=0 PASS
[CMP 198] EXP=1 ACT=1 PASS
[CMP 199] EXP=1 ACT=1 PASS
[CMP 200] EXP=1 ACT=1 PASS
[CMP 201] EXP=1 ACT=1 PASS
Completed Test: Checkerboard


============================================================
TEST      : Checkerboard
ACTUAL STREAM:
0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 0 1 1 1 1

EXPECTED STREAM:
0 0 0 0 0 [1] 0 0 0 0 0 [1] 0 0 0 0 0 [1] 0 0 0 0 0 [1] 0 0 0 0 0 [1] 0 0 0 0 0 [1] 0 0 0 0 0 [1] 0 0 0 0 0 [1] 0 0 0 0 0 [1] 0 0 0 0 0 [1] 0 0 0 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 1 [0] 1 1 1 1 0 0 0 0 0 [1] 0 0 0 0 0 [1] 0 0 0 0 0 [1] 0 0 0 0 0 [1] 0 0 0 0 0 [1] 0 0 0 0 0 [1] 0 0 0 0 0 [1] 0 0 0 0 0 [1] 0 0 0 0 0 [1] 0 0 0 0 0 [1] 0 0 0 0 1 1 1 1 1 [0] 1 1 1 1 1 [0]

COMPARES  : 201
FAILURES  : 0
STATUS    : PASS
============================================================

Running Test: Random bit
[CMP 1] EXP=0 ACT=0 PASS
[CMP 2] EXP=1 ACT=1 PASS
[CMP 3] EXP=1 ACT=1 PASS
[CMP 4] EXP=1 ACT=1 PASS
[CMP 5] EXP=0 ACT=0 PASS
[CMP 6] EXP=0 ACT=0 PASS
[CMP 7] EXP=1 ACT=1 PASS
[CMP 8] EXP=0 ACT=0 PASS
[CMP 9] EXP=0 ACT=0 PASS
[CMP 10] EXP=0 ACT=0 PASS
[CMP 11] EXP=0 ACT=0 PASS
[CMP 12] EXP=1 ACT=1 PASS
[CMP 13] EXP=1 ACT=1 PASS
[CMP 14] EXP=1 ACT=1 PASS
[CMP 15] EXP=1 ACT=1 PASS
[CMP 16] EXP=1 ACT=1 PASS
[CMP 17] EXP=0 ACT=0 PASS
[CMP 18] EXP=1 ACT=1 PASS
[CMP 19] EXP=1 ACT=1 PASS
[CMP 20] EXP=0 ACT=0 PASS
[CMP 21] EXP=0 ACT=0 PASS
[CMP 22] EXP=1 ACT=1 PASS
[CMP 23] EXP=1 ACT=1 PASS
[CMP 24] EXP=1 ACT=1 PASS
[CMP 25] EXP=0 ACT=0 PASS
[CMP 26] EXP=1 ACT=1 PASS
[CMP 27] EXP=1 ACT=1 PASS
[CMP 28] EXP=1 ACT=1 PASS
[CMP 29] EXP=0 ACT=0 PASS
[CMP 30] EXP=1 ACT=1 PASS
[CMP 31] EXP=1 ACT=1 PASS
[CMP 32] EXP=0 ACT=0 PASS
[CMP 33] EXP=0 ACT=0 PASS
[CMP 34] EXP=0 ACT=0 PASS
[CMP 35] EXP=0 ACT=0 PASS
[CYCLE 36] Stuffed/output-only cycle. ACT=0
[CMP 36] EXP=0 ACT=0 PASS
[CMP 37] EXP=1 ACT=1 PASS
[CMP 38] EXP=0 ACT=0 PASS
[CMP 39] EXP=1 ACT=1 PASS
[CMP 40] EXP=0 ACT=0 PASS
[CMP 41] EXP=1 ACT=1 PASS
[CMP 42] EXP=0 ACT=0 PASS
[CMP 43] EXP=1 ACT=1 PASS
[CMP 44] EXP=0 ACT=0 PASS
[CMP 45] EXP=0 ACT=0 PASS
[CMP 46] EXP=1 ACT=1 PASS
[CMP 47] EXP=0 ACT=0 PASS
[CMP 48] EXP=1 ACT=1 PASS
[CMP 49] EXP=0 ACT=0 PASS
[CMP 50] EXP=1 ACT=1 PASS
[CMP 51] EXP=1 ACT=1 PASS
[CMP 52] EXP=0 ACT=0 PASS
[CMP 53] EXP=1 ACT=1 PASS
[CMP 54] EXP=1 ACT=1 PASS
[CMP 55] EXP=1 ACT=1 PASS
[CMP 56] EXP=1 ACT=1 PASS
[CMP 57] EXP=0 ACT=0 PASS
[CMP 58] EXP=1 ACT=1 PASS
[CMP 59] EXP=0 ACT=0 PASS
[CMP 60] EXP=0 ACT=0 PASS
[CMP 61] EXP=0 ACT=0 PASS
[CMP 62] EXP=0 ACT=0 PASS
[CYCLE 62] Stuffed/output-only cycle. ACT=0
[CMP 63] EXP=0 ACT=0 PASS
[CMP 64] EXP=1 ACT=1 PASS
[CMP 65] EXP=1 ACT=1 PASS
[CMP 66] EXP=1 ACT=1 PASS
[CMP 67] EXP=0 ACT=0 PASS
[CMP 68] EXP=0 ACT=0 PASS
[CMP 69] EXP=1 ACT=1 PASS
[CMP 70] EXP=1 ACT=1 PASS
[CMP 71] EXP=0 ACT=0 PASS
[CMP 72] EXP=0 ACT=0 PASS
[CMP 73] EXP=0 ACT=0 PASS
[CMP 74] EXP=0 ACT=0 PASS
[CMP 75] EXP=1 ACT=1 PASS
[CMP 76] EXP=0 ACT=0 PASS
[CMP 77] EXP=0 ACT=0 PASS
[CMP 78] EXP=0 ACT=0 PASS
[CMP 79] EXP=1 ACT=1 PASS
[CMP 80] EXP=0 ACT=0 PASS
[CMP 81] EXP=0 ACT=0 PASS
[CMP 82] EXP=1 ACT=1 PASS
[CMP 83] EXP=1 ACT=1 PASS
[CMP 84] EXP=1 ACT=1 PASS
[CMP 85] EXP=0 ACT=0 PASS
[CMP 86] EXP=0 ACT=0 PASS
[CMP 87] EXP=0 ACT=0 PASS
[CMP 88] EXP=1 ACT=1 PASS
[CMP 89] EXP=0 ACT=0 PASS
[CMP 90] EXP=1 ACT=1 PASS
[CMP 91] EXP=0 ACT=0 PASS
[CMP 92] EXP=1 ACT=1 PASS
[CMP 93] EXP=1 ACT=1 PASS
[CMP 94] EXP=1 ACT=1 PASS
[CMP 95] EXP=0 ACT=0 PASS
[CMP 96] EXP=1 ACT=1 PASS
[CMP 97] EXP=0 ACT=0 PASS
[CMP 98] EXP=1 ACT=1 PASS
[CMP 99] EXP=1 ACT=1 PASS
[CMP 100] EXP=0 ACT=0 PASS
[CMP 101] EXP=0 ACT=0 PASS
[CMP 102] EXP=1 ACT=1 PASS
[CMP 103] EXP=0 ACT=0 PASS
[CMP 104] EXP=0 ACT=0 PASS
[CMP 105] EXP=0 ACT=0 PASS
[CMP 106] EXP=1 ACT=1 PASS
[CMP 107] EXP=1 ACT=1 PASS
[CMP 108] EXP=0 ACT=0 PASS
[CMP 109] EXP=0 ACT=0 PASS
[CMP 110] EXP=0 ACT=0 PASS
[CMP 111] EXP=0 ACT=0 PASS
[CMP 112] EXP=1 ACT=1 PASS
[CMP 113] EXP=0 ACT=0 PASS
[CMP 114] EXP=1 ACT=1 PASS
[CMP 115] EXP=0 ACT=0 PASS
[CMP 116] EXP=1 ACT=1 PASS
[CMP 117] EXP=1 ACT=1 PASS
[CMP 118] EXP=1 ACT=1 PASS
[CMP 119] EXP=1 ACT=1 PASS
[CYCLE 118] Stuffed/output-only cycle. ACT=1
[CMP 120] EXP=1 ACT=1 PASS
[CMP 121] EXP=0 ACT=0 PASS
[CMP 122] EXP=1 ACT=1 PASS
[CMP 123] EXP=0 ACT=0 PASS
[CMP 124] EXP=0 ACT=0 PASS
[CMP 125] EXP=0 ACT=0 PASS
[CMP 126] EXP=0 ACT=0 PASS
[CYCLE 124] Stuffed/output-only cycle. ACT=0
[CMP 127] EXP=0 ACT=0 PASS
[CMP 128] EXP=1 ACT=1 PASS
[CMP 129] EXP=0 ACT=0 PASS
[CMP 130] EXP=1 ACT=1 PASS
[CMP 131] EXP=0 ACT=0 PASS
[CMP 132] EXP=1 ACT=1 PASS
[CMP 133] EXP=0 ACT=0 PASS
[CMP 134] EXP=1 ACT=1 PASS
[CMP 135] EXP=1 ACT=1 PASS
[CMP 136] EXP=1 ACT=1 PASS
[CMP 137] EXP=1 ACT=1 PASS
[CMP 138] EXP=0 ACT=0 PASS
[CMP 139] EXP=1 ACT=1 PASS
[CMP 140] EXP=0 ACT=0 PASS
[CMP 141] EXP=1 ACT=1 PASS
[CMP 142] EXP=1 ACT=1 PASS
[CMP 143] EXP=0 ACT=0 PASS
[CMP 144] EXP=1 ACT=1 PASS
[CMP 145] EXP=1 ACT=1 PASS
[CMP 146] EXP=1 ACT=1 PASS
[CMP 147] EXP=0 ACT=0 PASS
[CMP 148] EXP=0 ACT=0 PASS
[CMP 149] EXP=0 ACT=0 PASS
[CMP 150] EXP=1 ACT=1 PASS
[CMP 151] EXP=0 ACT=0 PASS
[CMP 152] EXP=0 ACT=0 PASS
[CMP 153] EXP=0 ACT=0 PASS
[CMP 154] EXP=1 ACT=1 PASS
[CMP 155] EXP=0 ACT=0 PASS
[CMP 156] EXP=1 ACT=1 PASS
[CMP 157] EXP=0 ACT=0 PASS
[CMP 158] EXP=0 ACT=0 PASS
[CMP 159] EXP=1 ACT=1 PASS
[CMP 160] EXP=1 ACT=1 PASS
[CMP 161] EXP=0 ACT=0 PASS
[CMP 162] EXP=1 ACT=1 PASS
[CMP 163] EXP=1 ACT=1 PASS
[CMP 164] EXP=0 ACT=0 PASS
[CMP 165] EXP=0 ACT=0 PASS
[CMP 166] EXP=1 ACT=1 PASS
[CMP 167] EXP=1 ACT=1 PASS
[CMP 168] EXP=0 ACT=0 PASS
[CMP 169] EXP=0 ACT=0 PASS
[CMP 170] EXP=1 ACT=1 PASS
[CMP 171] EXP=0 ACT=0 PASS
[CMP 172] EXP=0 ACT=0 PASS
[CMP 173] EXP=0 ACT=0 PASS
[CMP 174] EXP=1 ACT=1 PASS
[CMP 175] EXP=1 ACT=1 PASS
[CMP 176] EXP=1 ACT=1 PASS
[CMP 177] EXP=0 ACT=0 PASS
[CMP 178] EXP=0 ACT=0 PASS
[CMP 179] EXP=1 ACT=1 PASS
[CMP 180] EXP=0 ACT=0 PASS
[CMP 181] EXP=1 ACT=1 PASS
[CMP 182] EXP=1 ACT=1 PASS
[CMP 183] EXP=0 ACT=0 PASS
[CMP 184] EXP=1 ACT=1 PASS
[CMP 185] EXP=1 ACT=1 PASS
[CMP 186] EXP=1 ACT=1 PASS
[CMP 187] EXP=0 ACT=0 PASS
[CMP 188] EXP=1 ACT=1 PASS
[CMP 189] EXP=0 ACT=0 PASS
[CMP 190] EXP=0 ACT=0 PASS
[CMP 191] EXP=0 ACT=0 PASS
[CMP 192] EXP=0 ACT=0 PASS
[CYCLE 189] Stuffed/output-only cycle. ACT=0
[CMP 193] EXP=0 ACT=0 PASS
[CMP 194] EXP=1 ACT=1 PASS
[CMP 195] EXP=1 ACT=1 PASS
[CMP 196] EXP=0 ACT=0 PASS
[CMP 197] EXP=1 ACT=1 PASS
[CMP 198] EXP=0 ACT=0 PASS
[CMP 199] EXP=0 ACT=0 PASS
[CMP 200] EXP=0 ACT=0 PASS
[CMP 201] EXP=0 ACT=0 PASS
Completed Test: Random bit


============================================================
TEST      : Random bit
ACTUAL STREAM:
